Tournament Wins,School,Season,PPG,Opp PPG,Rank Rating,Kenpom,Seed,SOS,2PPG,2PAPG,3PPG,3PAPG,FTPG,FTAPG,ORBPG,DRBPG,ASTPG,STLPG,BLKPG,TOVPG,PFPG,FG%,2P%,3P%,FT%
0,Ohio State,2013-14,59,60,7.54,22.00,9.00,62.00,18.37142857,35.94285714,5.714285714,17.62857143,15.6,22.65714286,9.571428571,23.88571429,13.8,5.571428571,2.742857143,11.91428571,15.51428571,0.45,0.511,0.324,0.689
1,Pittsburgh,2013-14,61,54.5,15.11,21.00,4.00,113.00,19.77777778,39.5,5.083333333,14.5,17.02777778,23.91666667,7.583333333,23,15.72222222,7.055555556,3.722222222,9.25,14.80555556,0.46,0.501,0.351,0.712
1,Gonzaga,2013-14,73,80.5,12.30,20.00,8.00,91.00,19.91666667,36.66666667,7.083333333,17.86111111,15.61111111,22.02777778,8.944444444,25.58333333,13.55555556,7.805555556,6.388888889,12.30555556,19.91666667,0.495,0.543,0.397,0.709
5,Kentucky,2013-14,68.5,66.5,9.79,19.00,8.00,3.00,20.025,40.05,5.075,15.275,19.525,28.65,9.2,20.05,12.9,6.575,4.125,9.775,17.675,0.454,0.5,0.332,0.682
1,North Carolina State,2013-14,77,71,10.12,18.00,6.00,36.00,21.94444444,42.63888889,4.444444444,14.58333333,13.91666667,21.16666667,10.86111111,23.63888889,14.77777778,6.5,4.555555556,10.22222222,16.69444444,0.461,0.515,0.305,0.657
0,Milwaukee,2013-14,53,73,10.22,18.00,12.00,108.00,16.08571429,32.4,7,21.54285714,17.25714286,23.51428571,9.571428571,23.11428571,12.14285714,6.714285714,4.428571429,11.48571429,14.17142857,0.428,0.496,0.325,0.734
0,Oklahoma State,2013-14,77,85,8.60,17.00,9.00,83.00,19.38235294,37.79411765,7.029411765,19.29411765,20.38235294,28.35294118,12.52941176,24.14705882,17.5,4.705882353,3.264705882,11.38235294,17.88235294,0.463,0.513,0.364,0.719
0,Texas Southern,2013-14,69,81,11.71,16.00,4.00,41.00,18.82352941,36.79411765,6.382352941,17.73529412,19.20588235,26.76470588,10.58823529,24.29411765,12.67647059,7.058823529,4.970588235,15.55882353,20.61764706,0.462,0.512,0.36,0.718
2,Stanford,2013-14,63.3,64,9.73,15.00,3.00,82.00,19.11111111,38.30555556,5.777777778,15.86111111,17.11111111,24.36111111,8.694444444,20.41666667,10.41666667,5.944444444,3.027777778,12.16666667,16.91666667,0.459,0.499,0.364,0.702
3,Michigan,2013-14,70.3,62.8,11.28,14.00,4.00,39.00,16.91891892,32.10810811,8.621621622,21.45945946,14.24324324,18.67567568,8.864864865,22.56756757,14.18918919,7.108108108,3.72972973,11.56756757,19.67567568,0.477,0.527,0.402,0.763
1,Stephen F. Austin,2013-14,68.5,76,7.38,12.00,11.00,46.00,19.25714286,36.4,7.085714286,20.51428571,16.25714286,22.85714286,11.91428571,22.14285714,16.54285714,7.914285714,4.8,12.22857143,19.51428571,0.463,0.529,0.345,0.711
4,Wisconsin,2013-14,73.2,60.2,11.93,11.00,2.00,2.00,16.57894737,32.34210526,7.815789474,20.78947368,16.89473684,22.65789474,8.789473684,21.36842105,11.65789474,5.342105263,4.131578947,10.86842105,14.78947368,0.459,0.513,0.376,0.746
1,Mercer,2013-14,70.5,77,10.17,10.00,2.00,17.00,19.22222222,36.25,8.055555556,21,16.16666667,21.97222222,6.722222222,24.69444444,16.61111111,5.888888889,2.833333333,11.94444444,16.19444444,0.476,0.53,0.384,0.736
1,Kansas,2013-14,68.5,64.5,11.19,9.00,2.00,1.00,21.88571429,39.45714286,5.4,15.88571429,19,26.71428571,8.828571429,25.02857143,17.02857143,6.371428571,3.028571429,12.65714286,18.8,0.493,0.555,0.34,0.711
1,Creighton,2013-14,65.5,75.5,11.57,8.00,3.00,87.00,17.17142857,30.51428571,10.17142857,24.54285714,13.88571429,18.68571429,11.11428571,24.94285714,13,7.171428571,4.428571429,13.08571429,18.17142857,0.497,0.563,0.414,0.743
0,Duke,2013-14,71,78,14.12,7.00,3.00,6.00,17.51428571,34.82857143,9.028571429,22.88571429,16.31428571,22.37142857,8.142857143,20.2,13.05714286,6.685714286,2.828571429,10.6,16.05714286,0.46,0.503,0.395,0.729
1,Villanova,2013-14,69,65,14.57,6.00,2.00,80.00,16.64705882,30.94117647,8.941176471,25.14705882,17.85294118,24.94117647,14.61764706,19.05882353,14.52941176,11.05882353,2.823529412,13.14705882,24.14705882,0.456,0.538,0.356,0.716
1,Wichita State,2013-14,70,57.5,18.19,5.00,1.00,162.00,17.94444444,34.13888889,6.944444444,19.80555556,18.44444444,25.44444444,9.527777778,21.55555556,13.13888889,4.722222222,3,10.58333333,16.77777778,0.461,0.526,0.351,0.725
2,Virginia,2013-14,69,60,14.12,4.00,1.00,19.00,17.54054054,35.81081081,5.567567568,15.10810811,14.40540541,21.40540541,11.62162162,21.54054054,12.40540541,10.56756757,4.027027027,11.35135135,18.51351351,0.454,0.49,0.369,0.673
4,Florida,2013-14,64.4,56.6,21.36,3.00,1.00,30.00,17.69230769,34.48717949,6.538461538,18.23076923,14.92307692,22.33333333,10.23076923,24.23076923,15.02564103,7.128205128,3.820512821,10.61538462,15.56410256,0.46,0.513,0.359,0.668
0,Louisiana,2013-14,66,76,16.22,2.00,4.00,175.00,21.2,41.62857143,7.028571429,19.14285714,17.51428571,26.08571429,10.42857143,22.91428571,16.17142857,8.685714286,6.6,12.31428571,15.48571429,0.465,0.509,0.367,0.671
3,Arizona,2013-14,71.3,62,18.39,1.00,1.00,5.00,20.84210526,41.10526316,5.368421053,14.76315789,15.07894737,22.89473684,7.710526316,18.26315789,12.42105263,6.578947368,2.289473684,10.92105263,18.94736842,0.469,0.507,0.364,0.659
